title,date,sentence
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,"He was briefly replaced by Chris Curtis, but Hawes declined the bout and it was ultimately scrapped."
UFC Fight Night: Dern vs. Rodriguez,2021-10-09,"However, Hughes was pulled from the bout after testing positive for COVID-19 and was replaced by promotional newcomer Silvana Gómez Juárez."
UFC Fight Night: Dern vs. Yan,2022-10-01,"However, Pichel withdraw due to an undisclosed injury and was replaced by Joaquim Silva."
UFC Fight Night: Dern vs. Yan,2022-10-01,Vlismas pulled out in late August for personal reasons and was replaced by former UFC Women's Strawweight Championship challenger and inaugural Invicta FC Atomweight Champion Jessica Penne.
UFC Fight Night: Dern vs. Yan,2022-10-01,"However, Letson pulled out in late August for personal reasons and was replaced by Julija Stoliarenko, therefore changing the pairing to a catchweight of 140 pounds."
UFC Fight Night: Dern vs. Yan,2022-10-01,"However, Medić was removed from the bout for undisclosed reasons and replaced by Viacheslav Borshchev."
UFC Fight Night: Diaz vs. Guillard,2009-09-16,"However, an injured Miller was replaced by Jay Silva against CB Dollaway."
UFC Fight Night: Diaz vs. Neer,2008-09-17,He was replaced by Ryan Jensen. 
UFC Fight Night: Dillashaw vs. Cruz,2016-01-17,He was replaced by Chris Wade.
UFC Fight Night: Dillashaw vs. Cruz,2016-01-17,"In turn, Taisumov was pulled from the fight during the week leading to the event due to alleged visa issues and was replaced by promotional newcomer Mehdi Baghdad."
UFC Fight Night: Dillashaw vs. Cruz,2016-01-17,"On January 4, it was announced that he was replaced by promotional newcomer Luke Sanders."
UFC Fight Night: Dillashaw vs. Cruz,2016-01-17,"However, Williams was forced to pull out due to injury in late December and was replaced by promotional newcomer Joey Gomez."
UFC Fight Night: Dillashaw vs. Cruz,2016-01-17,He was very briefly replaced by promotional newcomer Augusto Mendes.
UFC Fight Night: Dillashaw vs. Cruz,2016-01-17,"Just two days later, Mendes was removed from the fight and was replaced by fellow newcomer Kyle Bochniak."
UFC Fight Night: Dillashaw vs. Cruz,2016-01-17,"However, Edilov pulled out of the fight in the days leading up to the event citing a knee injury and was replaced by fellow newcomer Elvis Mutapčić. "
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,"However, Maness pulled out in early January due to injury and was replaced by former LFA Flyweight Champion Charles Johnson."
UFC Fight Night: Dolidze vs. Imavov,2024-02-03,Pete Rodriguez was announced as the replacement.
UFC Fight Night: Edgar vs. The Korean Zombie,2019-12-21,He was replaced by former UFC Lightweight Champion Frankie Edgar.
UFC Fight Night: Edwards vs. Brady,2025-03-22,"However, Della Maddalena was pulled from the contest in order to face current welterweight champion Belal Muhammad at UFC 315 and was replaced by Sean Brady."
UFC Fight Night: Edwards vs. Brady,2025-03-22,"However, Nunes withdrew from the fight for unknown reasons and was replaced by promotional newcomer Alexia Thainara. "
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,He was replaced by Rani Yahya.
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,"However, Ulanbekov pulled out once again and was replaced by former Rizin FF Bantamweight Champion Manel Kape."
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,He was replaced by Nasrat Haqparast.
UFC Fight Night: Edwards vs. Muhammad,2021-03-13,"However, Garcia withdrew from the fight for unknown reasons and was replaced by Marcelo Rojo."
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"However, Nzechukwu withdrew for undisclosed reasons and was replaced by Steven Asplund."
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,Former LFA Flyweight Champion Charles Johnson then stepped in to face Silva.
UFC Fight Night: Emmett vs. Vallejos,2026-03-14,"However, Nakamura withdrew for undisclosed reasons and was replaced by promotional newcomer Hecher Sosa. "
UFC Fight Night: Evloev vs. Murphy,2026-03-21,"However, Parkin withdrew for undisclosed reasons and was replaced by promotional newcomer Felipe Franco."
UFC Fight Night: Felder vs. Hooker,2020-02-23,"However, Ostovich pulled out of the fight for an unknown reason and was replaced by Priscila Cachoeira."
UFC Fight Night: Felder vs. Hooker,2020-02-23,"However, Goldy pulled out due to a shoulder injury and was replaced by former Invicta FC Strawweight Champion Angela Hill."
UFC Fight Night: Felder vs. Hooker,2020-02-23,"However, Mullarkey withdrew from the event due to injury and was replaced by promotional newcomer Joshua Culibao."
UFC Fight Night: Felder vs. dos Anjos,2020-11-14,Paul Felder was announced as his replacement a day later.
UFC Fight Night: Felder vs. dos Anjos,2020-11-14,"However, Michailidis withdrew on October 23 due to undisclosed reasons and was replaced by Eryk Anders."
UFC Fight Night: Felder vs. dos Anjos,2020-11-14,"However, Souza pulled out in early November due to an undisclosed injury and was replaced by Randa Markos."
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-19,"However, Patrick withdrew on June 14 for an unknown reason and was replaced by Rafael Fiziev."
UFC Fight Night: Figueiredo vs. Benavidez 2,2020-07-19,They were replaced by Malcolm Gordon and Amir Albazi respectively. 
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,He was replaced by The Ultimate Fighter: Team Peña vs.
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"However, Khizriev was pulled from the event for undisclosed reasons and was replaced by promotional newcomer Robert Bryczek."
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Bryczek then also pulled out of the fight and was replaced by Cody Brundage. 
UFC Fight Night: Fiziev vs. Torres,2026-06-27,"However, Gustafsson withdrew after revealing he had been suffering from atrial fibrillation and recurring heart rushes, and was replaced by promotional newcomer Theodor Berggren."
UFC Fight Night: Florian vs. Gomi,2010-03-31,"Cole Miller was scheduled to face Andre Winner, but was forced from the card with an injury and replaced by Rafaello Oliveira."
UFC Fight Night: Florian vs. Lauzon,2008-04-02,"He was replaced by Tim Boetsch, who took the fight on only ten days notice."
UFC Fight Night: Florian vs. Lauzon,2008-04-02,"On March 20, 2008, the UFC website announced that newcomer Ryan Roberts was to make his octagon debut on short notice to face Marcus Aurélio as a replacement for the injured Spencer Fisher."
UFC Fight Night: Font vs. Garbrandt,2021-05-22,"However, Bondar was forced to pull out in late April due to an injury and was replaced by Bruno Gustavo da Silva."
UFC Fight Night: Font vs. Garbrandt,2021-05-22,"However, Wolf pulled out of the fight in early May due to an undisclosed injury and was replaced by Norma Dumont."
UFC Fight Night: Font vs. Garbrandt,2021-05-22,"However, yet again, Lins was pulled from the event for undisclosed reasons and briefly replaced by promotional newcomer Askar Mozharov."
UFC Fight Night: Font vs. Garbrandt,2021-05-22,He was eventually replaced by fellow newcomer Chris Barnett.
UFC Fight Night: Font vs. Garbrandt,2021-05-22,"However, Egger pulled out due to undisclosed reasons in the week leading up to the event and was replaced by Lupita Godinez."
UFC Fight Night: Font vs. Garbrandt,2021-05-22,He was replaced by promotional newcomer Juancamilo Ronderos.
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"However on June 28, it was announced that Iaquinta withdrew from the bout and was replaced by James Vick."
UFC Fight Night: Gaethje vs. Vick,2018-08-25,She was replaced by Cortney Casey.
UFC Fight Night: Gaethje vs. Vick,2018-08-25,"However, Neto was removed from the bout on August 2 due to undisclosed personal issues and replaced by Markus Perez. "
UFC Fight Night: Gamrot vs. Salkilld,2026-08-08,"However, for undisclosed reasons, Gomes had to withdraw and was replaced by Alexia Thainara."
UFC Fight Night: Gamrot vs. Salkilld,2026-08-08,"However, Rosas was removed from the bout just hours before weigh-ins after a UFC doctor did not clear him to compete due to a wound on his forehead, and he was replaced by Gianni Vázquez, rejoining the promotion after being released earlier in the year. "
UFC Fight Night: Gane vs. Spivac,2023-09-02,She was replaced by promotional newcomer and the LFA Women's Bantamweight Champion Jacqueline Cavalcanti.
UFC Fight Night: Gane vs. Spivac,2023-09-02,"However, Murzakanov pulled out in early August for unknown reasons and was replaced by promotional newcomer Bogdan Guskov."
UFC Fight Night: Gane vs. Spivac,2023-09-02,A replacement was found in promotional newcomer Landon Quinones and set for the following week at UFC 293.
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"However, Chookagian withdrew for unknown reasons in mid June and was replaced by former UFC Women's Strawweight Champion Jéssica Andrade."
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"However, Muradov withdrew due to injury was replaced by Dustin Stoltzfus."
UFC Fight Night: Gane vs. Tuivasa,2022-09-03,"However, Fairn was pulled from the event for unknown reasons and replaced by Stephanie Egger."
UFC Fight Night: Gane vs. Volkov,2021-06-26,"In turn, Hernandez pulled out in late May due to a hand injury and was replaced by Brendan Allen, with the new matchup expected to take place a month later at UFC Fight Night: Sandhagen vs."
UFC Fight Night: Gane vs. Volkov,2021-06-26,"However, Herman was removed from the card due to undisclosed reasons on June 14 and replaced by Kennedy Nzechukwu."
UFC Fight Night: Gane vs. Volkov,2021-06-26,"However on June 15, Khandozhko pulled out due to injury and was replaced by Tim Means."
UFC Fight Night: Gane vs. Volkov,2021-06-26,"However, Emeev pulled out in mid June due to undisclosed reasons and was replaced by promotional newcomer Jeremiah Wells."
UFC Fight Night: Gane vs. Volkov,2021-06-26,"However, Grishin withdrew from the bout due to visa issues and was replaced by Tanner Boser in a heavyweight bout."
UFC Fight Night: Garcia vs. Onama,2025-11-01,"However, Klein withdrew from the fight for unknown reasons and was replaced by Sedriques Dumas."
UFC Fight Night: Garcia vs. Onama,2025-11-01,"However, Estevam withdrew for undisclosed reasons and was replaced by Cody Durden in a 130 lb catchweight bout. "
UFC Fight Night: Gonzaga vs. Cro Cop 2,2015-04-11,"However, Sobotta was forced out of the bout citing injury and was replaced by Gasan Umalatov."
UFC Fight Night: Gonzaga vs. Cro Cop 2,2015-04-11,"On March 28, it was announced that Umalatov had also pulled out of the fight and was replaced by French newcomer Mickaël Lebout."
UFC Fight Night: Gonzaga vs. Cro Cop 2,2015-04-11,"However, Jotko pulled out of the bout and was replaced by fellow newcomer Bartosz Fabiński."
UFC Fight Night: Gonzaga vs. Cro Cop 2,2015-04-11,"However, Saggo pulled out of the bout due to an Achilles tendon rupture and was replaced by promotional newcomer Stevie Ray. "
UFC Fight Night: Grasso vs. Araújo,2022-10-15,He was replaced by promotional newcomer Lucas Alexander.
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"However, Curtis withdrew due to a rib injury and was replaced by Roman Kopylov."
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"In turn, Hernandez pulled out of the bout due to a torn ligament and was replaced by Josh Fremd."
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"However, Calvillo pulled out due to undisclosed reasons and was replaced by Iasmin Lucindo in a catchweight bout of 120 pounds."
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"In turn, Reed was removed from the event for undisclosed reason and was replaced by Josefine Lindgren Knutsson."
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Then, Lucindo withdrew from the event due to an undisclosed injury and newcomer Marnic Mann served as her replacement."
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"However, Levy withdrew from the bout for undisclosed reasons and he was replaced by newcomer Charlie Campbell. "
UFC Fight Night: Gustafsson vs. Manuwa,2022-04-01,"However, Pearson pulled out of the bout citing a knee injury and was replaced by Michael Johnson."
UFC Fight Night: Gustafsson vs. Manuwa,2022-04-01,"However, on February 13, it was announced that McCall had pulled out of the bout and was replaced by promotional newcomer Neil Seery."
UFC Fight Night: Gustafsson vs. Smith,2019-06-01,"However it was reported on May 24, 2019 that Fabinski pulled out of the bout due to injury and he was replaced by newcomer Rostem Akman."
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,"However, Cedenblad was removed from the card on March 27 and was replaced by Trevor Smith."
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,He was replaced by promotional newcomer Oliver Enkamp.
UFC Fight Night: Gustafsson vs. Teixeira,2017-05-28,He was replaced by Reza Madadi.
UFC Fight Night: Hall vs. Silva,2020-10-31,He was replaced by Zhalgas Zhumagulov and their contest was expected to take place at UFC on ESPN: Smith vs.
UFC Fight Night: Hall vs. Silva,2020-10-31,He was replaced by Jack Marshman.
UFC Fight Night: Hall vs. Silva,2020-10-31,"However, Jotko pulled out of the bout due to a broken toe and he was replaced by Kevin Holland."
UFC Fight Night: Henderson vs. Khabilov,2014-06-07,"However, Cedeno pulled out of the bout citing an injury and was replaced by promotional newcomer Jake Lindsey."
UFC Fight Night: Henderson vs. Khabilov,2014-06-07,"However, Barroso was forced to pull out due to injury and was replaced by UFC promotional newcomer Roger Narvaez. "
UFC Fight Night: Henderson vs. Masvidal,2015-11-28,"However, on November 14, Alves pulled out the bout due to a broken rib and was replaced by Jorge Masvidal, who was originally scheduled to face Dong Hyun Kim."
UFC Fight Night: Henderson vs. Masvidal,2015-11-28,"However, Lim pulled out of the bout on November 20 and was replaced by promotional newcomer Dong Hyun Kim . "
UFC Fight Night: Henderson vs. Thatch,2015-02-14,"After UFC 183, it was announced that former WEC & UFC Lightweight champion Benson Henderson agreed to step up as a replacement."
UFC Fight Night: Henderson vs. Thatch,2015-02-14,"However, on January 26, Lindsey pulled out of the bout citing injury and was replaced by promotional newcomer Cody Pfister."
UFC Fight Night: Henderson vs. dos Anjos,2014-08-23,"However, Alves pulled out of the bout with an injury and was replaced by Brandon Thatch."
UFC Fight Night: Henderson vs. dos Anjos,2014-08-23,"However, Dwyer was removed from his bout with Garcia and replaced by Neil Magny."
UFC Fight Night: Henderson vs. dos Anjos,2014-08-23,"However, Chavez was forced out of the bout with an injury and was replaced by Max Holloway."
UFC Fight Night: Henderson vs. dos Anjos,2014-08-23,"In turn, Bektic pulled out of the bout in the week leading up to the event and was replaced by promotional newcomer Clay Collard."
UFC Fight Night: Hendricks vs. Thompson,2016-02-06,"A series of events eventually led to a main event shuffle: on January 24, 13 days before the event, Velasquez pulled out of the bout due to a back injury and was replaced by Stipe Miocic."
UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,He was replaced by Gilbert Burns.
UFC Fight Night: Hermansson vs. Cannonier,2019-09-28,"However, Sobotta was forced out of the bout and was replaced by promotional newcomer Makhmud Muradov. "
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,"However, Murphy pulled out in mid January due to an undisclosed injury and was replaced by Andre Fili."
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,"Shayilan Nuerdanbieke was expected to meet Hyder Amil in a featherweight bout at the event, but he pulled out due to undisclosed reasons and was replaced by Melsik Baghdasaryan."
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,"In turn, Baghdasaryan pulled out on fight week due to injury and was replaced by Fernie Garcia."
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,"However, Duraev pulled out due to visa issues and was briefly replaced by Dylan Budka, but medical issues prevented him from competing."
UFC Fight Night: Hermansson vs. Pyfer,2024-02-10,"However, Hadžović withdrew due to visa issues and was replaced by Timothy Cuamba. "
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,Heinisch pulled out due to undisclosed reasons in late December and was replaced by Phil Hawes.
UFC Fight Night: Hermansson vs. Strickland,2022-02-05,"In turn, Hawes withdrew from the bout during fight week due to an undisclosed injury and was replaced by Brendan Allen, with the bout being moved up to light heavyweight."
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,She was replaced by Melissa Martinez.
UFC Fight Night: Hernandez vs. Pereira,2024-10-19,"However, Hiestand withdrew from the fight for unknown reasons and was replaced by promotional newcomer Cameron Smotherman on under one week's notice."
UFC Fight Night: Hernandez vs. Rodrigues,2026-08-22,"However, Steele withdrew from the fight for unknown reasons and was replaced by promotional newcomer Stanley Dorsainvil. "
UFC Fight Night: Holloway vs. Oliveira,2015-08-23,"On August 11, an injury forced Story out of the bout and Neil Magny stepped in to take his place."
UFC Fight Night: Holloway vs. Oliveira,2015-08-23,"However, Wade pulled out of the bout in late July after sustaining an injury and was replaced by Tony Sims."
UFC Fight Night: Holloway vs. Oliveira,2015-08-23,"However, O'Connell pulled out of the bout on August 11 due to undisclosed reasons and was replaced by another UFC newcomer in Daniel Jolly. "
UFC Fight Night: Holloway vs. Rodríguez,2021-11-13,"However, Eye pulled out of the bout in mid-October citing illness and was replaced by Cynthia Calvillo."
UFC Fight Night: Holm vs. Correia,2017-06-17,"However, Meunier's removal from the card was announced on June 6 due to an alleged injury and was replaced by promotional newcomer Frank Camacho."
UFC Fight Night: Holohan vs. Smolka,2022-04-01,Rothwell was removed from the card the following day after the promotion deemed that a suitable opponent could not be arranged on short notice. 
UFC Fight Night: Hooker vs. Parnasse,2026-09-05,"However, Santos was forced to withdraw due to an unspecified health issue and was replaced by promotional newcomer Pavel Andrusca. "
UFC Fight Night: Hunt vs. Bigfoot,2020-06-01,"Subsequently, Silva failed a post-fight test for elevated testosterone (he had been undergoing UFC-approved testosterone replacement therapy)."
UFC Fight Night: Hunt vs. Oleinik,2018-09-15,He was replaced by promotional newcomer Jin Soo Son.
UFC Fight Night: Hunt vs. Oleinik,2018-09-15,"However, Jotko pulled out of the fight on August 16 citing injury and was replaced by Jordan Johnson."
UFC Fight Night: Hunt vs. Oleinik,2018-09-15,"However, Akhmedov pulled out of the fight in early September and was briefly replaced by promotional newcomer Artem Frolov."
UFC Fight Night: Hunt vs. Oleinik,2018-09-15,He was replaced by promotional newcomer Khalid Murtazaliev.
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,He was replaced by Sergey Spivak.
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,"However, Letson was removed from the fight in early April for an unspecified medical issue and was replaced by Macy Chiasson."
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,"However, Kelleher pulled out of the fight on April 10 citing injury and was replaced by promotional newcomer Cole Smith."
UFC Fight Night: Iaquinta vs. Cowboy,2019-05-04,"However on April 24, it was reported that Bahadurzada pulled out of the bout citing injury and was replaced by newcomer Kyle Prepolec. "
UFC Fight Night: Imavov vs. Borralho,2025-09-06,"However, Ziam withdrew for personal reasons following the death of his grandmother and was replaced by promotional newcomer Harry Hardwick."
UFC Fight Night: Jacaré vs. Hermansson,2019-04-27,"Subsequently, on April 18, it was reported that Penne pulled out of the bout and she was replaced by former Invicta FC Strawweight Champion Angela Hill."
UFC Fight Night: Jacaré vs. Hermansson,2019-04-27,He was replaced by Mike Perry.
UFC Fight Night: Jacaré vs. Hermansson,2019-04-27,"However, it was reported that Souza pulled out of the bout citing an ankle injury and she was replaced by current Invicta FC Strawweight Champion Virna Jandiroba."
UFC Fight Night: Jacaré vs. Hermansson,2019-04-27,He was replaced by newcomer Mike Davis. 
UFC Fight Night: Jacaré vs. Mousasi,2014-09-05,"In turn, Kimura also pulled out of the bout and was replaced by Tateki Matsuda."
UFC Fight Night: Jacaré vs. Mousasi,2014-09-05,"However, Fili was forced from the bout with an injury and replaced by Chas Skelly."
UFC Fight Night: Joanna vs. Waterson,2019-10-12,He was replaced by Mike Davis. 
UFC Fight Night: Jędrzejczyk vs. Penne,2015-06-20,He was replaced by promotional newcomer Steve Kennedy.
UFC Fight Night: Jędrzejczyk vs. Penne,2015-06-20,"However, Brunson pulled out of the fight on June 9 citing a rib injury and was briefly replaced by Uriah Hall."
UFC Fight Night: Jędrzejczyk vs. Penne,2015-06-20,Wilkinson was replaced by promotional newcomer Arnold Allen. 
UFC Fight Night: Kape vs. Almabayev,2025-03-01,He was replaced by Asu Almabayev.
UFC Fight Night: Kape vs. Almabayev,2025-03-01,Erceg and replaced by Allan Nascimento.
UFC Fight Night: Kape vs. Almabayev,2025-03-01,"However, Loder withdrew from the fight for unknown reasons and was replaced by Julian Marquez."
UFC Fight Night: Kape vs. Horiguchi,2026-06-20,"However, Chikadze had to withdraw for undisclosed reasons and was replaced by Andre Fili."
UFC Fight Night: Kattar vs. Allen,2022-10-29,He was replaced by Grant Dawson and the bout was moved to UFC Fight Night: Rodriguez vs.
UFC Fight Night: Kattar vs. Allen,2022-10-29,He was replaced by Joshua Weems.
UFC Fight Night: Kattar vs. Allen,2022-10-29,"However, Rodrigues withdrew from the bout and was replaced by LFA Flyweight Champion Carlos Mota on four days notice. "
UFC Fight Night: Ladd vs. Dumont,2021-10-16,She was replaced by Aspen Ladd.
UFC Fight Night: Ladd vs. Dumont,2021-10-16,"However, in mid-September, Valiev withdrew due to injury and was replaced by Marcelo Rojo."
UFC Fight Night: Ladd vs. Dumont,2021-10-16,"However in late September, Moroz pulled out of the bout and was replaced by Sijara Eubanks."
UFC Fight Night: Ladd vs. Dumont,2021-10-16,"In turn, Eubanks was pulled from the event due to COVID-19 protocols and replaced by Lupita Godinez."
UFC Fight Night: Lauzon vs. Stephens,2009-02-07,He was replaced by Jeremy Stephens.
UFC Fight Night: Lee vs. Oliveira,2020-03-14,He was replaced by Makhmud Muradov.
UFC Fight Night: Lee vs. Oliveira,2020-03-14,"VanZant requested to reschedule the bout one month later, but Ribas decided to remain at the event and Randa Markos stepped in as the replacement."
UFC Fight Night: Lee vs. Oliveira,2020-03-14,"However, due to the COVID-19 pandemic in mainland China, Mudaerji was forced to withdraw from the event as he would not travel to prepare for the fight and was replaced by promotional newcomer David Dvořák."
UFC Fight Night: Lemos vs. Andrade,2022-04-23,"However, Nascimento withdrew from the event for unknown reasons and was replaced by Alexander Romanov."
UFC Fight Night: Lemos vs. Andrade,2022-04-23,He was replaced by Chase Sherman.
UFC Fight Night: Lemos vs. Andrade,2022-04-23,"However, Kopylov withdrew for medical reasons and was replaced by Marc-André Barriault in a catchweight of 190 pounds."
UFC Fight Night: Lemos vs. Andrade,2022-04-23,He was replaced by Evan Elder.
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,Joe Gigliotti was tabbed as his replacement.
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"In turn, Bamgbose pulled out of the fight in mid-November citing an injury and was replaced by promotional newcomer Gerald Meerschaert."
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"However, Ward was pulled from the event in early November due to alleged visa issues which restricted his travel and was replaced by fellow newcomer Brian Camozzi."
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,"On November 28, Tukhugov was replaced by promotional newcomer Shane Burgos."
UFC Fight Night: Lewis vs. Abdurakhimov,2016-12-09,He was replaced by promotional newcomer Saparbek Safarov.
UFC Fight Night: Lewis vs. Browne,2017-02-19,"However, Herrera pulled out of the fight in mid-January citing injury and was replaced by Paul Felder."
UFC Fight Night: Lewis vs. Browne,2017-02-19,She was replaced by promotional newcomer Gina Mazany.
UFC Fight Night: Lewis vs. Browne,2017-02-19,"Michel Quiñones was expected to face Alexander Volkanovski at the event, but Volkanovski announced on February 13 that the bout was scrapped due to Quiñones being injured and no replacement being found."
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"However, Nunes was removed from the bout due to undisclosed reasons and was replaced by former Invicta FC Strawweight Champion Angela Hill."
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"However, Hernandez withdrew from the event due to undisclosed reasons and was replaced by newcomer Caio Borralho."
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"She was replaced by The Ultimate Fighter: Heavy Hitters featherweight winner Macy Chiasson, thus changing the contest to the weight class above."
UFC Fight Night: Lewis vs. Daukaus,2021-12-18,"However, Jones withdrew from the fight due to undisclosed reasons and was replaced by Victor Henry."
UFC Fight Night: Lewis vs. Hunt,2017-03-01,He was replaced by The Ultimate Fighter: Tournament of Champions flyweight winner and fellow former title challenger Tim Elliott.
UFC Fight Night: Lewis vs. Hunt,2017-03-01,"The Ultimate Fighter: Brazil 3 middleweight winner Warlley Alves was expected to face Kiichi Kunimoto, but pulled out on May 18 due to an undisclosed injury and was replaced by Zak Ottow."
UFC Fight Night: Lewis vs. Hunt,2017-03-01,"Promotional newcomer Nadia Kassem was scheduled to face JJ Aldrich, but pulled out on May 31 and was replaced by fellow newcomer Chan-Mi Jeon."
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,"Subsequently, Vieira was removed from the card on July 30 due to visa issues and replaced by returning veteran Julija Stoliarenko, who was the current Invicta FC Bantamweight Champion."
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,He was replaced by Shamil Abdurakhimov and the bout moved to UFC 253.
UFC Fight Night: Lewis vs. Oleinik,2020-08-08,"A featherweight bout between Steve Garcia and Peter Barrett was scheduled for the event, but Garcia withdrew from the bout for an undisclosed reason on July 25 and was replaced by Youssef Zalal."
UFC Fight Night: Lewis vs. dos Santos,2019-03-09,"However, Spitz pulled out of the bout on February 16 citing injury and was replaced by Maurice Greene."
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Ortega was replaced by Andre Fili, while Green was replaced by promotional newcomer Zak Ottow."
UFC Fight Night: Lineker vs. Dodson,2016-10-01,"Due to the late replacement, Burkman-Ottow was contested at welterweight."
UFC Fight Night: Lopes vs. Silva,2025-09-13,"However, Rosas Jr. withdrew due to a rib injury and was replaced by David Martínez."
UFC Fight Night: Lopes vs. Silva,2025-09-13,"Martínez was originally expected to face Carlos Vera at this event, before the latter withdrew and was replaced by Quang Le."
UFC Fight Night: Lopes vs. Silva,2025-09-13,"However, Cháirez pulled out in late July due to a broken leg and was replaced by Alden Coria."
UFC Fight Night: MacDonald vs. Saffiedine,2014-10-04,"However, Sterling was forced to withdraw due to an injury and was replaced by Rob Font."
UFC Fight Night: MacDonald vs. Saffiedine,2014-10-04,"Subsequently, Font pulled out of the fight the week of the event and was replaced by promotional newcomer Roman Salazar."
UFC Fight Night: MacDonald vs. Saffiedine,2014-10-04,"However, Gaudinot pulled out of the fight in the week leading up to the event and was replaced by promotional newcomer Chris Kelades."
UFC Fight Night: MacDonald vs. Thompson,2016-06-18,"However, Yamamoto was pulled from the bout on May 26 due to an undisclosed injury and was replaced by former Bellator Featherweight Champion and one time UFC Bantamweight Championship challenger Joe Soto."
UFC Fight Night: MacDonald vs. Thompson,2016-06-18,"Alex Garcia was scheduled to face Colby Covington, but pulled out on June 9 due to undisclosed reasons and was replaced by promotional newcomer Jonathan Meunier."
UFC Fight Night: Machida vs. Anders,2018-02-03,"However, Henrique was removed from the pairing in early December and was replaced by Marcelo Golm."
UFC Fight Night: Machida vs. Dollaway,2014-12-20,"However, Jason pulled out of the bout on December 10 and was replaced by promotional newcomer Renato Moicano."
UFC Fight Night: Machida vs. Dollaway,2014-12-20,"However, Miller pulled out of the bout on December 11 and was replaced by promotional newcomer Antônio dos Santos Jr."
UFC Fight Night: Machida vs. Mousasi,2014-02-15,"However, Loughran was forced out of the bout with an injury and was replaced by promotional newcomer Takenori Sato."
UFC Fight Night: Machida vs. Mousasi,2014-02-15,"However, Tavares was forced to pull out due to an undisclosed injury, and was replaced by UFC newcomer Douglas Silva de Andrade."
UFC Fight Night: Machida vs. Mousasi,2014-02-15,"This event was the first one to feature the new post-fight bonus structure. ''Fight of the Night'' bonuses remained, while the ''Submission of the Night'' and ''Knockout of the Night'' were both replaced by two ''Performance of the Night'' bonuses."
UFC Fight Night: Machida vs. Muñoz,2022-04-01,"However, on September 27 Bisping pulled out of the bout with an eye injury and was replaced by former UFC Light Heavyweight Champion Lyoto Machida."
UFC Fight Night: Machida vs. Muñoz,2022-04-01,"However, Watson had to pull out due to an injury and was replaced by Magnus Cedenblad."
UFC Fight Night: Machida vs. Muñoz,2022-04-01,"Subsequently, in early October, Cedenblad was forced out of the Sakara bout with an injury and replaced by newcomer Nico Musoke."
UFC Fight Night: Machida vs. Muñoz,2022-04-01,"However, Taylor was forced to pull out due to an injury and was replaced by Al Iaquinta."
UFC Fight Night: Machida vs. Muñoz,2022-04-01,"However, Wilkinson pulled out of the bout in the week leading up the bout and was replaced by newcomer Rob Whiteford."
UFC Fight Night: Machida vs. Romero,2015-06-27,"However, Skelly was pulled from the card due to illness and was replaced by Levan Makashvili."
UFC Fight Night: Magny vs. Ponzinibbio,2018-11-17,"However, Macedo pulled out of the fight due to an injury and was replaced by KSW Women's Flyweight Champion and promotional newcomer Ariane Lipski."
